# z mu sigma
2.218159 21.173099 0.157749
2.218165 21.295849 0.157749
2.218177 21.367229 0.157749
2.218193 21.447295 0.157750
2.218218 21.349355 0.157751
2.218232 21.248906 0.157752
2.218272 21.273427 0.157753
2.218278 21.518264 0.157754
2.218284 21.206591 0.157754
2.218302 21.349022 0.157755
2.218307 21.235212 0.157755
2.218319 21.058250 0.157756
2.218320 21.558408 0.157756
2.218323 21.314544 0.157756
2.218341 21.491151 0.157756
2.218361 21.327603 0.157757
2.218380 21.275158 0.157758
2.218387 21.013060 0.157758
2.218432 21.303494 0.157760
2.218437 21.305664 0.157761
2.218502 21.510489 0.157763
2.218507 21.553721 0.157763
2.218514 21.175039 0.157764
2.218517 21.303642 0.157764
2.218528 20.818787 0.157764
2.218531 21.389943 0.157765
2.218548 21.342623 0.157765
2.218565 21.168821 0.157766
2.218567 21.216383 0.157766
2.218572 20.845614 0.157766
2.218572 21.208851 0.157766
2.218574 21.318991 0.157766
2.218584 21.344136 0.157767
2.218588 21.240803 0.157767
2.218610 21.428605 0.157768
2.218625 21.267876 0.157769
2.218633 21.441047 0.157769
2.218643 21.284060 0.157769
2.218645 21.175714 0.157769
2.218651 21.324331 0.157770
2.218660 21.033651 0.157770
2.218670 21.175221 0.157770
2.218673 21.322471 0.157771
2.218678 21.186985 0.157771
2.218683 21.469387 0.157771
2.218697 20.993895 0.157772
2.218701 20.968763 0.157772
2.218701 21.280061 0.157772
2.218710 21.050469 0.157772
2.218710 21.298469 0.157772
2.218737 21.352120 0.157773
2.218740 21.289073 0.157773
2.218749 21.486327 0.157774
2.218759 21.137821 0.157774
2.218779 21.088568 0.157775
2.218781 21.320400 0.157775
2.218785 21.351725 0.157775
2.218787 21.584658 0.157775
2.218807 21.598199 0.157776
2.218807 21.295378 0.157776
2.218814 21.198664 0.157777
2.218816 21.548273 0.157777
2.218833 21.604609 0.157777
2.218842 21.198106 0.157778
2.218846 21.610795 0.157778
2.218851 21.297148 0.157778
2.218896 21.163346 0.157780
2.218905 21.222602 0.157780
2.218911 21.438909 0.157781
2.218912 21.278640 0.157781
2.218913 21.232314 0.157781
2.218926 21.220326 0.157781
2.218928 21.128367 0.157781
2.218949 21.394997 0.157782
2.218953 21.269783 0.157782
2.218958 21.731037 0.157783
2.218961 21.062231 0.157783
2.218987 21.330157 0.157784
2.218988 21.349668 0.157784
2.219007 21.202599 0.157785
2.219025 20.986191 0.157786
2.219042 21.326165 0.157786
2.219049 21.093072 0.157787
2.219080 21.012365 0.157788
2.219114 21.304424 0.157789
2.219120 21.394759 0.157790
2.219130 21.227134 0.157790
2.219151 21.239835 0.157791
2.219171 21.384500 0.157792
2.219177 21.234861 0.157792
2.219199 21.358762 0.157793
2.219211 21.147338 0.157793
2.219227 21.127152 0.157794
2.219228 21.226480 0.157794
2.219238 21.258121 0.157795
2.219242 21.157131 0.157795
2.219250 21.462373 0.157795
2.219258 21.386451 0.157795
2.219280 21.205836 0.157796
2.219322 21.329918 0.157798
2.219361 21.192533 0.157800
2.219371 21.474914 0.157800
2.219391 21.120976 0.157801
2.219404 21.290444 0.157802
2.219406 21.282786 0.157802
2.219411 21.155822 0.157802
2.219417 21.259093 0.157802
2.219430 21.236754 0.157803
2.219431 21.111517 0.157803
2.219454 21.358941 0.157804
2.219469 21.031320 0.157804
2.219494 21.229889 0.157805
2.219508 21.359373 0.157806
2.219511 21.093337 0.157806
2.219525 21.581126 0.157807
2.219525 21.058291 0.157807
2.219550 21.234156 0.157808
2.219551 21.230954 0.157808
2.219562 21.404489 0.157808
2.219575 21.132145 0.157809
2.219586 21.365206 0.157809
2.219627 21.431414 0.157811
2.219632 21.148115 0.157811
2.219639 21.239812 0.157812
2.219639 21.264854 0.157812
2.219645 21.176189 0.157812
2.219647 21.485299 0.157812
2.219653 20.984413 0.157812
2.219675 21.280580 0.157813
2.219683 21.440454 0.157814
2.219721 21.292734 0.157815
2.219773 21.132830 0.157817
2.219774 21.367462 0.157817
2.219777 21.531734 0.157818
2.219782 21.181931 0.157818
2.219804 21.052112 0.157819
2.219817 21.275747 0.157819
2.219829 21.054232 0.157820
2.219841 21.177293 0.157820
2.219849 21.207747 0.157821
2.219874 21.135573 0.157822
2.219875 21.418620 0.157822
2.219896 21.680366 0.157823
2.219905 21.580441 0.157823
2.219912 21.400384 0.157823
2.219913 21.299472 0.157823
2.219914 21.199812 0.157823
2.219919 21.424761 0.157824
2.219919 21.259403 0.157824
2.219948 21.437776 0.157825
2.219965 21.180242 0.157826
2.220014 21.304740 0.157828
2.220030 21.100602 0.157828
2.220080 21.245559 0.157830
2.220101 20.974786 0.157831
2.220122 21.271036 0.157832
2.220125 21.358592 0.157832
2.220146 21.362561 0.157833
2.220154 21.231472 0.157834
2.220156 21.004953 0.157834
2.220164 21.250904 0.157834
2.220169 21.166354 0.157834
2.220224 21.120663 0.157837
2.220225 21.263632 0.157837
2.220233 21.291841 0.157837
2.220276 21.373071 0.157839
2.220303 21.165465 0.157840
2.220325 21.566344 0.157841
2.220329 20.931040 0.157841
2.220331 21.266545 0.157841
2.220364 21.323300 0.157842
2.220364 21.042286 0.157843
2.220381 21.526122 0.157843
2.220385 21.345881 0.157843
2.220440 21.107898 0.157846
2.220449 21.308822 0.157846
2.220455 21.477622 0.157846
2.220458 21.227121 0.157847
2.220462 21.021973 0.157847
2.220490 21.204056 0.157848
2.220502 21.543304 0.157848
2.220507 21.382751 0.157849
2.220518 21.297267 0.157849
2.220527 21.215790 0.157849
2.220540 21.189066 0.157850
2.220555 21.120806 0.157851
2.220559 21.015490 0.157851
2.220564 21.236811 0.157851
2.220600 21.329450 0.157853
2.220600 21.249960 0.157853
2.220605 21.288714 0.157853
2.220612 21.070160 0.157853
2.220613 21.078670 0.157853
2.220620 21.271736 0.157853
2.220639 21.213261 0.157854
2.220655 21.629269 0.157855
2.220658 21.371009 0.157855
2.220661 21.410105 0.157855
2.220668 21.126468 0.157855
2.220668 20.978340 0.157855
2.220677 21.238300 0.157856
2.220680 21.080658 0.157856
2.220684 21.237413 0.157856
2.220684 21.301428 0.157856
2.220687 21.333864 0.157856
2.220694 20.839358 0.157857
2.220696 21.107913 0.157857
2.220699 21.501836 0.157857
2.220751 21.205883 0.157859
2.220762 21.514533 0.157859
2.220771 21.302696 0.157860
2.220774 21.639276 0.157860
2.220793 21.439722 0.157861
2.220795 21.087841 0.157861
2.220811 21.403928 0.157862
2.220829 20.990852 0.157862
2.220838 21.271326 0.157863
2.220848 20.820021 0.157863
2.220858 21.109020 0.157864
2.220881 21.402847 0.157865
2.220888 21.330036 0.157865
2.220905 21.481233 0.157866
2.220905 21.279643 0.157866
2.220909 21.073020 0.157866
2.220921 21.356921 0.157866
2.220923 21.429843 0.157866
2.220927 21.380263 0.157866
2.220943 21.043811 0.157867
2.220983 21.539588 0.157869
2.220991 21.026908 0.157869
2.220997 21.439073 0.157869
2.221003 21.454683 0.157870
2.221033 21.385321 0.157871
2.221033 21.003653 0.157871
2.221038 21.590427 0.157871
2.221055 21.479754 0.157872
2.221058 21.216880 0.157872
2.221064 21.070257 0.157872
2.221067 21.353491 0.157872
2.221099 21.400462 0.157874
2.221125 21.508373 0.157875
2.221151 21.268864 0.157876
2.221163 21.066387 0.157877
2.221174 21.283189 0.157877
2.221192 21.158164 0.157878
2.221197 21.133796 0.157878
2.221198 21.252479 0.157878
2.221222 21.431113 0.157879
2.221256 21.339668 0.157880
2.221269 21.376421 0.157881
2.221281 21.185809 0.157882
2.221298 21.213377 0.157882
2.221299 21.568995 0.157882
2.221299 21.253165 0.157882
2.221309 21.264679 0.157883
2.221331 21.561475 0.157884
2.221360 21.172598 0.157885
2.221370 21.326295 0.157885
2.221387 20.998112 0.157886
2.221394 21.234194 0.157886
2.221423 21.313334 0.157888
2.221424 21.069946 0.157888
2.221427 21.237556 0.157888
2.221430 21.174889 0.157888
2.221477 21.329921 0.157890
2.221481 21.441075 0.157890
2.221481 21.343109 0.157890
2.221481 21.218385 0.157890
2.221516 21.117026 0.157892
2.221522 21.300299 0.157892
2.221529 21.327836 0.157892
2.221531 21.222946 0.157892
2.221553 21.354632 0.157893
2.221590 21.049998 0.157895
2.221620 21.100730 0.157896
2.221622 21.250384 0.157896
2.221622 21.147342 0.157896
2.221637 21.588001 0.157897
2.221652 21.227047 0.157897
2.221659 21.220178 0.157898
2.221683 21.354345 0.157899
2.221692 21.500551 0.157899
2.221693 21.095566 0.157899
2.221723 21.394945 0.157900
2.221726 21.378915 0.157900
2.221763 21.555524 0.157902
2.221770 21.657568 0.157902
2.221772 21.470195 0.157902
2.221800 21.420642 0.157904
2.221821 20.834617 0.157904
2.221836 21.160294 0.157905
2.221837 21.591789 0.157905
2.221845 21.490200 0.157906
2.221845 21.344519 0.157906
2.221850 21.331862 0.157906
2.221856 21.197979 0.157906
2.221874 21.373131 0.157907
2.221880 21.409463 0.157907
2.221890 21.286049 0.157907
2.221923 21.348675 0.157909
2.221939 21.387037 0.157910
2.221943 21.291212 0.157910
2.221955 21.323537 0.157910
2.221963 21.208073 0.157911
2.221966 21.543339 0.157911
2.221966 21.368108 0.157911
2.221976 20.971216 0.157911
2.221991 21.057126 0.157912
2.221999 21.201704 0.157912
2.222001 21.146317 0.157912
2.222010 21.530485 0.157913
2.222027 21.545647 0.157913
2.222028 21.408263 0.157913
2.222049 21.181299 0.157914
2.222065 21.433503 0.157915
2.222069 21.374747 0.157915
2.222096 21.213992 0.157916
2.222101 21.385885 0.157916
2.222108 21.657661 0.157917
2.222113 21.315680 0.157917
2.222116 21.338847 0.157917
2.222117 21.245988 0.157917
2.222119 21.149565 0.157917
2.222141 21.242818 0.157918
2.222174 20.968488 0.157920
2.222175 21.501501 0.157920
2.222179 21.361959 0.157920
2.222186 21.313122 0.157920
2.222187 21.307929 0.157920
2.222196 21.139121 0.157920
2.222220 21.348896 0.157922
2.222248 21.324749 0.157923
2.222274 21.313704 0.157924
2.222274 21.284704 0.157924
2.222290 21.398618 0.157924
2.222303 21.365465 0.157925
2.222305 21.545009 0.157925
2.222314 20.947481 0.157925
2.222315 21.252964 0.157926
2.222315 21.088120 0.157926
2.222323 21.547834 0.157926
2.222324 21.410020 0.157926
2.222342 21.356622 0.157927
2.222358 21.362210 0.157927
2.222368 21.463944 0.157928
2.222371 21.314682 0.157928
2.222415 21.070062 0.157930
2.222470 21.241843 0.157932
2.222479 21.013250 0.157933
2.222500 21.475186 0.157933
2.222511 21.544111 0.157934
2.222512 21.358097 0.157934
2.222524 21.191924 0.157934
2.222553 21.560253 0.157936
2.222562 21.196913 0.157936
2.222562 21.208889 0.157936
2.222589 21.259129 0.157937
2.222590 21.175455 0.157937
2.222602 21.446144 0.157938
2.222604 21.320821 0.157938
2.222642 21.472914 0.157939
2.222650 21.153880 0.157940
2.222677 21.147670 0.157941
2.222705 21.354073 0.157942
2.222706 21.497764 0.157942
2.222721 21.395395 0.157943
2.222726 21.478824 0.157943
2.222756 21.220963 0.157944
2.222759 21.362527 0.157944
2.222788 21.272089 0.157946
2.222818 21.076083 0.157947
2.222830 21.321222 0.157947
2.222837 21.442358 0.157948
2.222838 21.289363 0.157948
2.222930 21.326156 0.157952
2.222930 21.221031 0.157952
2.222942 21.246607 0.157952
2.222943 21.121292 0.157952
2.222955 21.184476 0.157953
2.222959 21.302270 0.157953
2.222994 21.359298 0.157954
2.223010 21.321695 0.157955
2.223016 21.391632 0.157955
2.223030 20.957009 0.157956
2.223040 21.400903 0.157956
2.223046 21.360914 0.157957
2.223061 21.378583 0.157957
2.223068 21.527644 0.157958
2.223075 21.126034 0.157958
2.223085 21.202176 0.157958
2.223092 21.300334 0.157959
2.223098 21.398380 0.157959
2.223098 21.103707 0.157959
2.223113 21.349483 0.157960
2.223119 21.146357 0.157960
2.223120 21.333149 0.157960
2.223130 21.534057 0.157960
2.223132 21.509550 0.157960
2.223147 21.076670 0.157961
2.223154 21.452475 0.157961
2.223155 21.379241 0.157961
2.223192 21.317387 0.157963
2.223198 21.288165 0.157963
2.223238 21.500851 0.157965
2.223246 21.242599 0.157965
2.223261 21.178304 0.157966
2.223266 21.364990 0.157966
2.223303 21.253991 0.157968
2.223304 21.298266 0.157968
2.223315 21.272540 0.157968
2.223345 21.264057 0.157969
2.223352 21.252687 0.157970
2.223359 21.308463 0.157970
2.223369 21.126759 0.157970
2.223405 21.479019 0.157972
2.223426 21.269271 0.157973
2.223435 21.337094 0.157973
2.223444 21.246096 0.157974
2.223460 21.124007 0.157974
2.223465 21.439388 0.157974
2.223498 21.277366 0.157976
2.223501 21.519232 0.157976
2.223537 21.097171 0.157978
2.223547 21.226996 0.157978
2.223548 21.265619 0.157978
2.223575 21.521508 0.157979
2.223580 21.474782 0.157979
2.223599 21.223245 0.157980
2.223610 20.996778 0.157981
2.223641 21.038751 0.157982
2.223652 21.497196 0.157982
2.223709 21.371581 0.157985
2.223718 21.331266 0.157985
2.223719 21.264104 0.157985
2.223725 21.068181 0.157986
2.223727 21.529747 0.157986
2.223734 21.325249 0.157986
2.223738 21.194577 0.157986
2.223783 21.445303 0.157988
2.223789 21.148425 0.157988
2.223811 21.342923 0.157989
2.223814 21.418842 0.157989
2.223845 21.333328 0.157991
2.223850 21.477058 0.157991
2.223883 21.084942 0.157992
2.223919 21.274582 0.157994
2.223929 21.336762 0.157994
2.223951 21.401522 0.157995
2.223955 21.175518 0.157995
2.223965 21.228598 0.157996
2.223985 21.333590 0.157997
2.223988 21.181405 0.157997
2.224002 20.920177 0.157997
2.224007 21.101810 0.157998
2.224029 21.245201 0.157999
2.224030 21.293383 0.157999
2.224034 21.568689 0.157999
2.224044 21.301718 0.157999
2.224052 21.320397 0.157999
2.224080 21.341436 0.158001
2.224098 21.667480 0.158001
2.224101 21.294827 0.158002
2.224106 21.406536 0.158002
2.224107 21.283041 0.158002
2.224111 21.098172 0.158002
2.224128 21.367008 0.158003
2.224135 21.323099 0.158003
2.224169 21.327066 0.158004
2.224173 21.353326 0.158005
2.224181 21.341999 0.158005
2.224199 21.199118 0.158006
2.224235 21.322964 0.158007
2.224260 21.065230 0.158008
2.224283 21.048747 0.158009
2.224304 21.220568 0.158010
2.224308 21.216394 0.158010
2.224317 21.184734 0.158011
2.224323 21.125153 0.158011
2.224324 21.210814 0.158011
2.224328 21.267107 0.158011
2.224329 21.562494 0.158011
2.224339 21.355671 0.158012
2.224345 21.444534 0.158012
2.224361 21.340982 0.158013
2.224377 21.271749 0.158013
2.224380 21.059154 0.158013
2.224386 21.385644 0.158014
2.224388 21.294953 0.158014
2.224412 21.290842 0.158015
2.224443 21.269750 0.158016
2.224461 21.083499 0.158017
2.224471 21.306912 0.158017
2.224487 21.441878 0.158018
2.224488 21.429051 0.158018
2.224512 21.438773 0.158019
2.224516 21.335183 0.158019
2.224519 21.254322 0.158019
2.224549 21.410583 0.158021
2.224561 21.177129 0.158021
2.224579 21.306990 0.158022
2.224588 21.390471 0.158022
2.224589 21.438819 0.158022
2.224616 21.147515 0.158024
2.224620 21.078088 0.158024
2.224639 21.088655 0.158024
2.224646 21.143747 0.158025
2.224654 21.508016 0.158025
2.224656 21.227718 0.158025
2.224658 21.073166 0.158025
2.224662 21.204004 0.158025
2.224674 21.261386 0.158026
2.224688 21.158369 0.158027
2.224696 21.075253 0.158027
2.224710 21.203905 0.158027
2.224735 21.170355 0.158029
2.224740 21.108056 0.158029
2.224746 21.281224 0.158029
2.224766 21.720390 0.158030
2.224785 21.465426 0.158031
2.224828 21.481215 0.158033
2.224841 21.202937 0.158033
2.224843 21.082666 0.158033
2.224847 21.628471 0.158033
2.224853 21.322539 0.158034
2.224856 21.262137 0.158034
2.224857 21.290285 0.158034
2.224872 20.950668 0.158034
2.224873 21.081203 0.158034
2.224884 21.330829 0.158035
2.224897 21.402091 0.158035
2.224904 21.205141 0.158036
2.224908 21.236965 0.158036
2.224947 21.102055 0.158038
2.224948 21.503049 0.158038
2.224950 21.227330 0.158038
2.224953 21.120917 0.158038
2.224963 21.147298 0.158038
2.225008 21.253509 0.158040
2.225010 21.299520 0.158040
2.225060 21.470051 0.158042
2.225064 21.412914 0.158043
2.225078 21.355933 0.158043
2.225099 21.358597 0.158044
2.225108 21.342454 0.158044
2.225117 21.447740 0.158045
2.225119 21.232989 0.158045
2.225142 21.581909 0.158046
2.225149 21.196774 0.158046
2.225151 21.318235 0.158046
2.225177 21.291808 0.158047
2.225186 21.448075 0.158048
2.225237 21.300101 0.158050
2.225243 21.098899 0.158050
2.225245 21.072295 0.158050
2.225246 21.330262 0.158050
2.225269 21.488986 0.158051
2.225275 21.019819 0.158052
2.225287 21.191459 0.158052
2.225296 21.458577 0.158052
2.225310 21.345465 0.158053
2.225313 21.297659 0.158053
2.225359 20.978444 0.158055
2.225383 21.619269 0.158056
2.225394 21.198739 0.158057
2.225406 21.153317 0.158057
2.225429 21.692358 0.158058
2.225483 21.202642 0.158060
2.225496 21.397101 0.158061
2.225510 21.439143 0.158062
2.225510 21.255846 0.158062
2.225516 21.359849 0.158062
2.225521 21.382193 0.158062
2.225527 21.196417 0.158062
2.225533 21.025052 0.158063
2.225560 21.024580 0.158064
2.225560 21.169141 0.158064
2.225622 21.433584 0.158066
2.225636 21.339905 0.158067
2.225639 21.267728 0.158067
2.225652 21.389365 0.158068
2.225705 21.250441 0.158070
2.225710 21.478983 0.158070
2.225721 21.696950 0.158071
2.225724 21.620219 0.158071
2.225740 21.089780 0.158071
2.225799 21.599313 0.158074
2.225829 21.039441 0.158075
2.225836 21.516383 0.158075
2.225839 21.408282 0.158076
2.225846 21.449519 0.158076
2.225858 21.156244 0.158076
2.225871 21.210226 0.158077
2.225879 21.275399 0.158077
2.225895 21.276776 0.158078
2.225928 21.322790 0.158079
2.225932 21.359367 0.158080
2.225964 21.217739 0.158081
2.225966 20.996728 0.158081
2.225981 21.016949 0.158082
2.225990 21.389664 0.158082
2.226005 21.144756 0.158083
2.226008 21.222107 0.158083
2.226026 21.521390 0.158084
2.226045 21.410074 0.158084
2.226093 21.228029 0.158086
2.226105 21.534881 0.158087
2.226130 21.132797 0.158088
2.226141 21.310909 0.158088
2.226151 21.403901 0.158089
2.226151 21.418528 0.158089
2.226152 21.012086 0.158089
2.226159 21.081789 0.158089
2.226165 21.292742 0.158089
2.226177 21.185604 0.158090
2.226214 21.202718 0.158092
2.226216 21.399271 0.158092
2.226247 21.186193 0.158093
2.226254 21.283626 0.158093
2.226265 21.208991 0.158094
2.226274 21.015408 0.158094
2.226308 21.325351 0.158096
2.226314 21.218536 0.158096
2.226340 21.377765 0.158097
2.226344 21.212498 0.158097
2.226345 21.468424 0.158097
2.226348 21.444969 0.158097
2.226360 21.442840 0.158098
2.226367 21.743402 0.158098
2.226377 21.596601 0.158099
2.226382 21.331646 0.158099
2.226388 21.276622 0.158099
2.226401 21.201662 0.158100
2.226408 21.401259 0.158100
2.226412 21.316972 0.158100
2.226434 21.177939 0.158101
2.226439 21.211571 0.158101
2.226460 21.411169 0.158102
2.226475 20.972947 0.158103
2.226496 21.212373 0.158104
2.226498 21.185838 0.158104
2.226518 21.459735 0.158104
2.226527 21.269415 0.158105
2.226545 21.543048 0.158106
2.226563 21.032627 0.158106
2.226593 21.219697 0.158108
2.226593 21.286482 0.158108
2.226602 21.312408 0.158108
2.226606 21.399385 0.158108
2.226613 21.323857 0.158109
2.226613 21.357342 0.158109
2.226621 21.170822 0.158109
2.226624 21.245266 0.158109
2.226631 21.316302 0.158109
2.226665 20.984177 0.158111
2.226672 20.996093 0.158111
2.226674 21.292384 0.158111
2.226679 21.368600 0.158111
2.226682 21.384223 0.158111
2.226682 21.397152 0.158111
2.226686 21.355443 0.158112
2.226686 21.376290 0.158112
2.226695 21.383375 0.158112
2.226711 21.359288 0.158113
2.226753 21.165274 0.158115
2.226758 21.476579 0.158115
2.226773 21.372147 0.158115
2.226778 21.350092 0.158116
2.226790 21.479843 0.158116
2.226824 21.033246 0.158118
2.226871 21.303015 0.158120
2.226882 21.171997 0.158120
2.226887 21.322018 0.158120
2.226903 21.272147 0.158121
2.226909 21.282960 0.158121
2.226928 21.259381 0.158122
2.226931 21.307235 0.158122
2.226931 21.188525 0.158122
2.226933 21.451786 0.158122
2.226971 21.168250 0.158124
2.226974 21.317475 0.158124
2.226988 21.291421 0.158125
2.227008 21.378706 0.158125
2.227024 21.278250 0.158126
2.227037 21.300927 0.158127
2.227054 21.136645 0.158127
2.227058 21.030196 0.158128
2.227066 21.187155 0.158128
2.227083 21.500567 0.158129
2.227086 21.558202 0.158129
2.227109 21.095206 0.158130
2.227121 21.102426 0.158130
2.227124 21.368440 0.158130
2.227157 21.219837 0.158132
2.227167 21.032501 0.158132
2.227170 21.315763 0.158132
2.227179 21.337598 0.158133
2.227190 21.204189 0.158133
2.227195 21.250387 0.158133
2.227246 20.957616 0.158135
2.227259 21.282203 0.158136
2.227263 21.380885 0.158136
2.227264 21.173513 0.158136
2.227268 21.404575 0.158136
2.227277 21.514032 0.158137
2.227288 20.960709 0.158137
2.227290 21.388524 0.158137
2.227292 21.306603 0.158137
2.227296 21.325967 0.158138
2.227304 21.231044 0.158138
2.227314 21.415954 0.158138
2.227333 21.307177 0.158139
2.227344 20.916957 0.158140
2.227352 21.571813 0.158140
2.227354 21.118096 0.158140
2.227382 21.350437 0.158141
2.227382 21.296176 0.158141
2.227393 21.325095 0.158142
2.227411 21.298988 0.158143
2.227415 21.388375 0.158143
2.227420 21.358562 0.158143
2.227445 21.528325 0.158144
2.227469 21.207164 0.158145
2.227479 21.275270 0.158145
2.227512 21.197060 0.158147
2.227520 21.285971 0.158147
2.227521 21.163329 0.158147
2.227531 21.445647 0.158148
2.227540 21.387472 0.158148
2.227565 21.302379 0.158149
2.227585 21.182663 0.158150
2.227603 21.350936 0.158151
2.227613 21.317263 0.158151
2.227621 21.195726 0.158152
2.227631 21.106728 0.158152
2.227631 21.250827 0.158152
2.227632 21.124321 0.158152
2.227633 21.455984 0.158152
2.227656 21.207365 0.158153
2.227669 21.592804 0.158154
2.227676 21.265431 0.158154
2.227689 21.276773 0.158154
2.227694 21.202645 0.158155
2.227698 21.073725 0.158155
2.227712 21.002153 0.158155
2.227723 21.352581 0.158156
2.227724 21.505061 0.158156
2.227730 21.156763 0.158156
2.227734 21.161310 0.158156
2.227736 21.349365 0.158156
2.227741 21.087922 0.158157
2.227750 21.362272 0.158157
2.227755 21.480652 0.158157
2.227776 21.541184 0.158158
2.227786 21.241694 0.158159
2.227790 21.372248 0.158159
2.227831 21.297775 0.158160
2.227833 21.095980 0.158161
2.227852 21.012917 0.158161
2.227855 21.028513 0.158161
2.227867 21.218772 0.158162
2.227884 21.416496 0.158163
2.227887 21.385415 0.158163
2.227895 21.362220 0.158163
2.227898 21.520523 0.158163
2.227901 21.166616 0.158163
2.227902 21.109370 0.158163
2.227911 21.646920 0.158164
2.227945 21.360920 0.158165
2.227963 21.338464 0.158166
2.227975 21.210171 0.158167
2.227984 21.025305 0.158167
2.227992 21.105891 0.158167
2.227998 21.132305 0.158168
2.228005 21.306545 0.158168
2.228020 21.395797 0.158169
2.228024 21.172444 0.158169
2.228027 21.409418 0.158169
2.228046 21.118999 0.158170
2.228055 21.354282 0.158170
2.228056 21.232757 0.158170
2.228057 21.670655 0.158170
2.228063 21.012514 0.158170
2.228072 21.313719 0.158171
2.228077 21.150464 0.158171
2.228090 21.128776 0.158171
2.228094 21.409744 0.158172
2.228102 21.460287 0.158172
2.228109 21.578367 0.158172
2.228115 21.364680 0.158173
2.228121 21.178207 0.158173
2.228125 21.289147 0.158173
2.228144 21.198195 0.158174
2.228147 21.352159 0.158174
2.228152 21.449435 0.158174
2.228163 21.211408 0.158175
2.228194 21.551375 0.158176
2.228204 21.379550 0.158176
2.228208 21.239685 0.158177
2.228216 21.265557 0.158177
2.228227 21.528223 0.158177
2.228237 21.303291 0.158178
2.228243 21.145852 0.158178
2.228270 21.123019 0.158179
2.228292 21.289226 0.158180
2.228292 21.448725 0.158180
2.228299 21.233886 0.158180
2.228305 21.164885 0.158181
2.228307 21.431617 0.158181
2.228330 21.317747 0.158182
2.228332 21.156059 0.158182
2.228356 21.414684 0.158183
2.228356 21.446887 0.158183
2.228358 21.270760 0.158183
2.228367 21.136996 0.158183
2.228372 21.448110 0.158183
2.228373 21.339501 0.158184
2.228396 21.609624 0.158185
2.228403 21.492240 0.158185
2.228410 21.340348 0.158185
2.228431 21.430287 0.158186
2.228432 21.174374 0.158186
2.228442 21.434433 0.158186
2.228453 21.453304 0.158187
2.228454 21.557170 0.158187
2.228458 21.323244 0.158187
2.228468 21.475364 0.158188
2.228481 21.246453 0.158188
2.228491 21.281577 0.158189
2.228503 21.341480 0.158189
2.228505 21.080482 0.158189
2.228505 21.325374 0.158189
2.228517 21.197910 0.158190
2.228523 21.336019 0.158190
2.228531 21.559582 0.158190
2.228537 21.321969 0.158191
2.228538 21.494232 0.158191
2.228549 21.335226 0.158191
2.228552 21.167706 0.158191
2.228558 21.318921 0.158191
2.228568 21.363972 0.158192
2.228586 21.363703 0.158193
2.228597 21.066556 0.158193
2.228603 21.157305 0.158193
2.228629 21.238918 0.158194
2.228633 21.344317 0.158195
2.228637 21.256825 0.158195
2.228647 21.262120 0.158195
2.228649 21.269652 0.158195
2.228650 21.664815 0.158195
2.228654 21.600404 0.158196
2.228656 21.060537 0.158196
2.228691 21.346113 0.158197
2.228701 21.105448 0.158197
2.228708 20.867841 0.158198
2.228718 21.222869 0.158198
2.228759 21.253721 0.158200
2.228767 21.005599 0.158200
2.228790 21.281862 0.158201
2.228805 20.998888 0.158202
2.228810 21.194417 0.158202
2.228827 21.269042 0.158203
2.228830 21.472924 0.158203
2.228836 21.248668 0.158203
2.228868 21.461395 0.158205
2.228872 21.454071 0.158205
2.228898 21.177649 0.158206
2.228914 21.128666 0.158207
2.228938 21.234659 0.158208
2.228943 21.212039 0.158208
2.228946 21.528288 0.158208
2.228986 21.147615 0.158210
2.228989 21.400658 0.158210
2.229003 21.071220 0.158210
2.229022 21.264549 0.158211
2.229024 21.754453 0.158211
2.229027 21.243731 0.158211
2.229035 21.527074 0.158212
2.229038 21.498065 0.158212
2.229060 21.102441 0.158213
2.229070 21.321534 0.158213
2.229076 21.316561 0.158213
2.229080 21.277391 0.158214
2.229092 21.453719 0.158214
2.229107 21.359906 0.158215
2.229115 21.398058 0.158215
2.229128 21.237227 0.158216
2.229143 21.075645 0.158216
2.229145 21.238395 0.158216
2.229147 21.447060 0.158217
2.229152 21.506862 0.158217
2.229162 21.079102 0.158217
2.229176 21.684900 0.158218
2.229198 21.183280 0.158219
2.229214 21.505238 0.158219
2.229218 21.218688 0.158220
2.229219 21.231578 0.158220
2.229228 21.467113 0.158220
2.229247 21.436266 0.158221
2.229265 21.477397 0.158222
2.229266 21.371564 0.158222
2.229279 21.203916 0.158222
2.229345 21.157865 0.158225
2.229348 21.417504 0.158225
2.229357 21.552132 0.158225
2.229364 21.425302 0.158226
2.229380 21.508837 0.158226
2.229386 21.316291 0.158227
2.229396 21.304199 0.158227
2.229398 21.142487 0.158227
2.229398 21.395138 0.158227
2.229416 21.489166 0.158228
2.229418 21.404425 0.158228
2.229438 21.326407 0.158229
2.229447 21.508926 0.158229
2.229472 21.314533 0.158230
2.229473 21.386498 0.158230
2.229477 21.101602 0.158231
2.229479 21.515164 0.158231
2.229495 21.422082 0.158231
2.229522 21.169670 0.158232
2.229522 21.429745 0.158232
2.229530 21.525891 0.158233
2.229533 21.222024 0.158233
2.229536 21.464563 0.158233
2.229553 21.389653 0.158234
2.229560 21.406489 0.158234
2.229561 21.127274 0.158234
2.229561 21.505361 0.158234
2.229575 21.063808 0.158235
2.229583 21.347128 0.158235
2.229590 21.310789 0.158235
2.229595 21.509597 0.158236
